system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
0000de0c8b98ec1230e4,ENF,58,58,62,63,61,61,IT-Lav,"{""type"":""Point"",""coordinates"":[11.2813,45.95619999999999]}"
0000793d498812889f6e,ENF,60,60,63,64,62,62,IT-La2,"{""type"":""Point"",""coordinates"":[11.285299999999996,45.95419999999999]}"
00007c7e63578b8fef06,GRA,60,60,62,62,60,60,IT-MBo,"{""type"":""Point"",""coordinates"":[11.0458,46.01469999999999]}"
000020f23d98a22e342e,ENF,65,65,67,68,66,66,CH-Dav,"{""type"":""Point"",""coordinates"":[9.8559,46.815300000000015]}"
0000ab827b4b97df82b5,GRA,54,54,56,56,54,54,CH-Fru,"{""type"":""Point"",""coordinates"":[8.5378,47.1158]}"
0000572ae6076b36c1fa,DBF,62,62,63,65,62,62,IT-Isp,"{""type"":""Point"",""coordinates"":[8.633600000000001,45.81260000000001]}"
000060360cb68d0cd764,DBF,75,75,77,78,76,77,IT-PT1,"{""type"":""Point"",""coordinates"":[9.060999999999998,45.2009]}"
0000582e6f5d43f541f5,GRA,60,60,63,64,61,62,IT-Tor,"{""type"":""Point"",""coordinates"":[7.578100000000001,45.8444]}"
000091635ee99e7eb713,GRA,57,57,60,62,59,59,CH-Cha,"{""type"":""Point"",""coordinates"":[8.4104,47.21020000000001]}"
00003a2aa7b332e3372f,MF,53,53,55,56,55,55,CH-Lae,"{""type"":""Point"",""coordinates"":[8.365,47.4781]}"
00000ba6ffe8c2fb0aa5,GRA,59,59,60,61,59,60,CH-Oe1,"{""type"":""Point"",""coordinates"":[7.7318999999999996,47.28580000000001]}"
0000642b29a9c816147c,CRO,60,59,61,62,60,60,CH-Oe2,"{""type"":""Point"",""coordinates"":[7.7343,47.2863]}"
00006b5af119943a589d,GRA,62,61,64,64,63,63,AT-Neu,"{""type"":""Point"",""coordinates"":[11.317500000000003,47.1167]}"
0000e29037a86f513e07,WET,54,54,58,59,56,57,DE-SfN,"{""type"":""Point"",""coordinates"":[11.327499999999999,47.80639999999999]}"
0000f4066203536bd328,CRO,75,75,78,79,75,77,DE-Geb,"{""type"":""Point"",""coordinates"":[10.914299999999997,51.10009999999999]}"
00005d67a5126434b157,DBF,56,56,57,58,56,57,DE-Hai,"{""type"":""Point"",""coordinates"":[10.453,51.07919999999999]}"
000066ca029f8fe8f203,DBF,63,63,65,66,64,65,DE-Lnf,"{""type"":""Point"",""coordinates"":[10.3678,51.3282]}"
0000c736cafadf6bf164,WET,63,63,66,67,64,65,DE-Zrk,"{""type"":""Point"",""coordinates"":[12.889000000000005,53.87590000000001]}"
00002551eb7c80296d93,WET,61,61,64,65,62,62,DE-Akm,"{""type"":""Point"",""coordinates"":[13.683399999999999,53.866200000000006]}"
0000f75f973033a0fa3e,CRO,72,72,75,76,73,73,DE-Seh,"{""type"":""Point"",""coordinates"":[6.449699999999999,50.870599999999996]}"
0000c0a180e9df8d78d3,CRO,72,72,76,76,73,74,DE-RuS,"{""type"":""Point"",""coordinates"":[6.447199999999998,50.8659]}"
0000e372c23b7e81fd6d,GRA,55,54,55,55,54,55,DE-RuR,"{""type"":""Point"",""coordinates"":[6.304099999999998,50.621900000000004]}"
0000b7e64ac4316611aa,MF,47,47,50,51,49,50,BE-Vie,"{""type"":""Point"",""coordinates"":[5.9981,50.3051]}"
000026eed9451e24203f,CRO,67,68,70,70,68,68,BE-Lon,"{""type"":""Point"",""coordinates"":[4.7461,50.5516]}"
000097e0875290b4c12e,MF,49,49,50,50,49,49,BE-Bra,"{""type"":""Point"",""coordinates"":[4.5206,51.30919999999999]}"
000042258e3c23d135ba,GRA,64,64,66,66,65,65,NL-Hor,"{""type"":""Point"",""coordinates"":[5.0713,52.24040000000001]}"
00004252e9ac13ddc193,ENF,47,47,51,51,48,49,NL-Loo,"{""type"":""Point"",""coordinates"":[5.7436,52.16660000000001]}"
0000306ae99a60e3918c,DBF,58,58,60,62,58,59,FR-Fon,"{""type"":""Point"",""coordinates"":[2.7801,48.476400000000005]}"
0000258b62b8e910a650,CRO,72,72,74,74,72,74,FR-Gri,"{""type"":""Point"",""coordinates"":[1.9519000000000009,48.84420000000001]}"
000056102a95f24267a2,ENF,55,57,66,68,61,63,CA-Qfo,"{""type"":""Point"",""coordinates"":[-74.3421,49.69250000000001]}"
000033d3995f0857b43b,DBF,58,58,63,64,58,61,US-UMB,"{""type"":""Point"",""coordinates"":[-84.71379999999999,45.559799999999996]}"
00002b2d0d8f79366624,DBF,55,55,62,63,57,60,US-UMd,"{""type"":""Point"",""coordinates"":[-84.6975,45.5625]}"
0000873a17f6f1589464,MF,53,53,59,60,55,58,CA-Gro,"{""type"":""Point"",""coordinates"":[-82.1556,48.21670000000001]}"
000067ac7ba3f36dfb00,WET,58,58,61,63,60,60,US-Los,"{""type"":""Point"",""coordinates"":[-89.9792,46.082699999999996]}"
