system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
00006aca7a1c7bd01254,GRA,31,30,15,14,19,16,DK-ZaH,"{""type"":""Point"",""coordinates"":[-20.5503,74.4732]}"
0000bd056195f094a9a6,WET,35,32,21,19,25,22,DK-ZaF,"{""type"":""Point"",""coordinates"":[-20.5545,74.4814]}"
00005a3f69bef0a2f5c2,WET,39,22,5,2,7,7,US-Atq,"{""type"":""Point"",""coordinates"":[-157.4089,70.4696]}"
000010436e9072a9e8ee,WET,73,70,31,30,41,31,US-Ivo,"{""type"":""Point"",""coordinates"":[-155.7503,68.4865]}"
00002c76feee72c8d669,ENF,27,23,6,5,8,6,US-Prr,"{""type"":""Point"",""coordinates"":[-147.4876,65.1237]}"
0000ebeaf59c97689f4d,OSH,93,68,42,45,52,38,CA-NS7,"{""type"":""Point"",""coordinates"":[-99.9483,56.635799999999996]}"
0000eb23e4c0e40def3e,OSH,49,31,27,32,30,31,CA-NS6,"{""type"":""Point"",""coordinates"":[-98.96440000000001,55.91669999999999]}"
0000b504cdeec303fae2,ENF,72,36,40,50,36,37,CA-NS5,"{""type"":""Point"",""coordinates"":[-98.485,55.8631]}"
000080fb69cb754474fd,ENF,52,21,16,25,20,19,CA-NS2,"{""type"":""Point"",""coordinates"":[-98.52469999999998,55.905800000000006]}"
00002c7dfcfcb0b704a7,ENF,71,31,31,36,30,29,CA-Man,"{""type"":""Point"",""coordinates"":[-98.4808,55.879599999999996]}"
0000c5dab09538fccf55,ENF,68,33,33,48,33,31,CA-NS1,"{""type"":""Point"",""coordinates"":[-98.4839,55.8792]}"
0000aa9634e2b8594e87,ENF,71,34,41,62,35,34,CA-NS3,"{""type"":""Point"",""coordinates"":[-98.3822,55.9117]}"
000083e9aa696e6d4670,ENF,71,34,41,62,35,34,CA-NS4,"{""type"":""Point"",""coordinates"":[-98.3822,55.9117]}"
00000708105eb82a7aca,DBF,13,9,4,4,5,4,US-Wi1,"{""type"":""Point"",""coordinates"":[-91.2329,46.73049999999999]}"
0000022d806e1ebe05a8,DBF,12,6,1,1,3,1,US-Wi8,"{""type"":""Point"",""coordinates"":[-91.2524,46.72229999999999]}"
0000626435c28a573ca2,ENF,16,9,0,0,3,0,US-Wi4,"{""type"":""Point"",""coordinates"":[-91.1663,46.73930000000001]}"
0000f106e3d08138cdc1,ENF,9,4,0,0,1,0,US-Wi2,"{""type"":""Point"",""coordinates"":[-91.1528,46.68689999999999]}"
0000fde702292fa335cf,ENF,20,13,4,4,4,5,US-Wi0,"{""type"":""Point"",""coordinates"":[-91.08140000000002,46.6188]}"
0000987f9042382c8468,ENF,20,13,4,4,4,5,US-Wi9,"{""type"":""Point"",""coordinates"":[-91.08140000000002,46.6188]}"
0000432937447a2237b2,ENF,13,6,0,0,2,0,US-Wi5,"{""type"":""Point"",""coordinates"":[-91.0858,46.6531]}"
0000752dd4e5ab1eeba3,DBF,10,7,1,1,1,1,US-Wi3,"{""type"":""Point"",""coordinates"":[-91.09870000000001,46.634699999999995]}"
00001e01d85a26a4ab15,OSH,9,5,1,1,2,2,US-Wi7,"{""type"":""Point"",""coordinates"":[-91.06929999999998,46.64909999999999]}"
000060a47764a723ea95,MF,10,5,2,2,1,1,US-PFa,"{""type"":""Point"",""coordinates"":[-90.2723,45.94590000000002]}"
00007d6aac582f425edd,DBF,11,6,0,0,1,0,US-WCr,"{""type"":""Point"",""coordinates"":[-90.07990000000001,45.8059]}"
00007b529ca7f9bb5acc,OSH,7,6,1,1,3,2,US-Wi6,"{""type"":""Point"",""coordinates"":[-91.2982,46.6249]}"
0000e8e186cf25d95bad,ENF,23,14,7,7,8,7,CA-Obs,"{""type"":""Point"",""coordinates"":[-105.1178,53.9872]}"
00006511a2704b03a72a,OSH,44,35,11,11,34,35,CA-SF3,"{""type"":""Point"",""coordinates"":[-106.0053,54.0916]}"
00000d5545f64598a09b,ENF,21,15,7,7,9,8,CA-SF2,"{""type"":""Point"",""coordinates"":[-105.87750000000003,54.25390000000001]}"
000052662cd858c97e98,DBF,18,10,2,2,4,3,CA-Oas,"{""type"":""Point"",""coordinates"":[-106.1978,53.62890000000001]}"
0000477cec5885f965a3,ENF,26,18,9,8,10,9,CA-SF1,"{""type"":""Point"",""coordinates"":[-105.81760000000003,54.48499999999999]}"
000014878afffddafdfa,ENF,10,5,1,1,2,1,US-Me4,"{""type"":""Point"",""coordinates"":[-121.62239999999998,44.4992]}"
0000c4dc63c54b5f9f96,ENF,7,5,1,1,2,1,US-Me1,"{""type"":""Point"",""coordinates"":[-121.50000000000003,44.57939999999999]}"
0000cc436276923b2291,ENF,12,8,1,1,4,1,US-Me2,"{""type"":""Point"",""coordinates"":[-121.5574,44.4523]}"
00009b5afdd44d544605,ENF,11,7,2,1,4,2,US-Me5,"{""type"":""Point"",""coordinates"":[-121.56680000000001,44.4372]}"
000090ff4e3bc0cc1371,ENF,6,4,0,0,1,0,US-Me3,"{""type"":""Point"",""coordinates"":[-121.60780000000007,44.3154]}"
0000b1941e92645a7190,ENF,0,0,0,0,0,0,US-Me6,"{""type"":""Point"",""coordinates"":[-121.60780000000007,44.323299999999996]}"
00007a89d43998a80188,WET,35,32,20,24,21,20,RU-Che,"{""type"":""Point"",""coordinates"":[161.34139999999996,68.613]}"
000090adc2855accbaac,OSH,47,45,48,48,39,40,RU-Cok,"{""type"":""Point"",""coordinates"":[147.4943,70.8291]}"
0000d2b1f84641370fcb,GRA,0,0,0,0,0,0,RU-Tks,"{""type"":""Point"",""coordinates"":[128.8878,71.5943]}"
0000e4be63405d7c775c,GRA,0,0,0,0,0,0,RU-Sam,"{""type"":""Point"",""coordinates"":[126.4978,72.3733]}"
0000eca2159f7eb9994f,DNF,48,45,29,33,31,30,RU-SkP,"{""type"":""Point"",""coordinates"":[129.168,62.254999999999995]}"
0000b04a29e23c18b9c6,GRA,10,7,0,0,2,1,RU-Ha1,"{""type"":""Point"",""coordinates"":[90.0022,54.725200000000015]}"
000002aee1e1303d4d79,GRA,2,2,0,0,2,1,CN-Du3,"{""type"":""Point"",""coordinates"":[116.28090000000005,42.0551]}"
000044409fccd4fcd0de,GRA,2,2,0,0,1,1,CN-Du2,"{""type"":""Point"",""coordinates"":[116.28360000000004,42.0467]}"
00001db64f97bf4c59d5,MF,9,6,1,1,2,1,CN-Cha,"{""type"":""Point"",""coordinates"":[128.0958,42.4025]}"
0000200a68a43e48cf9e,GRA,1,2,0,0,1,0,CN-Cng,"{""type"":""Point"",""coordinates"":[123.50919999999999,44.5934]}"
00009583467828c3d1f3,DBF,18,18,6,6,9,7,JP-MBF,"{""type"":""Point"",""coordinates"":[142.3186,44.3869]}"
0000c35b3591338403d8,MF,7,7,1,0,3,2,JP-SMF,"{""type"":""Point"",""coordinates"":[137.0788,35.26169999999999]}"
000083ef7e50a5f2996a,EBF,9,8,1,0,3,1,AU-Rob,"{""type"":""Point"",""coordinates"":[145.6301,-17.117499999999993]}"
0000c7131a6e1c7dc052,SAV,1,1,0,0,1,0,AU-Cpr,"{""type"":""Point"",""coordinates"":[140.5891,-34.0021]}"
000084d60abea8a3c946,DBF,7,5,2,2,4,3,AU-Lox,"{""type"":""Point"",""coordinates"":[140.6551,-34.4704]}"
00005d1ac8d484892293,EBF,11,8,1,1,3,2,AU-Wom,"{""type"":""Point"",""coordinates"":[144.0944,-37.4222]}"
00000ac82d766475c115,EBF,17,14,2,2,5,4,AU-Wac,"{""type"":""Point"",""coordinates"":[145.1878,-37.4259]}"
00001b398b6896bf1311,EBF,6,5,0,0,2,1,AU-Whr,"{""type"":""Point"",""coordinates"":[145.0294,-36.6732]}"
0000aa12643ab376d045,EBF,4,3,1,0,2,1,AU-Cum,"{""type"":""Point"",""coordinates"":[150.7225,-33.6133]}"
0000531579d743d37f22,GRA,2,1,0,0,1,0,AU-Ync,"{""type"":""Point"",""coordinates"":[146.2907,-34.9893]}"
000096c2a3b630cbc166,EBF,12,10,1,1,4,2,AU-Tum,"{""type"":""Point"",""coordinates"":[148.1517,-35.65659999999998]}"
0000fef440029bfce5ee,GRA,4,2,0,0,1,1,AU-Rig,"{""type"":""Point"",""coordinates"":[145.57589999999996,-36.6499]}"
00009753883915d787c9,GRA,2,2,0,0,1,0,AU-Emr,"{""type"":""Point"",""coordinates"":[148.4746,-23.8587]}"
00007f2e43d8df237e7b,WET,4,4,1,0,2,2,US-Myb,"{""type"":""Point"",""coordinates"":[-121.76509999999999,38.0498]}"
0000a0f700b7b4e19582,CRO,3,3,4,5,2,4,US-Twt,"{""type"":""Point"",""coordinates"":[-121.65300000000002,38.1087]}"
000025378c1f17e380a0,CRO,3,3,1,1,2,2,US-Tw3,"{""type"":""Point"",""coordinates"":[-121.6467,38.1159]}"
0000eacddb8dad28d0a4,CRO,6,5,1,2,2,1,US-Tw2,"{""type"":""Point"",""coordinates"":[-121.64329999999998,38.1047]}"
000035be9942c6c4eb39,WET,5,4,1,1,3,2,US-Tw1,"{""type"":""Point"",""coordinates"":[-121.64690000000002,38.1074]}"
00004700406bc4231d0e,WET,5,5,1,1,3,1,US-Tw4,"{""type"":""Point"",""coordinates"":[-121.6414,38.103]}"
0000981f289943bc12db,CRO,2,2,1,0,1,1,US-Lin,"{""type"":""Point"",""coordinates"":[-119.84230000000001,36.3566]}"
000030828eadb305ce97,ENF,12,9,2,1,4,2,US-Blo,"{""type"":""Point"",""coordinates"":[-120.6328,38.8953]}"
0000b24631442ade5b34,GRA,4,3,1,1,2,1,US-Var,"{""type"":""Point"",""coordinates"":[-120.9507,38.41330000000001]}"
0000284eb6edc818db7b,WSA,3,3,1,1,1,1,US-Ton,"{""type"":""Point"",""coordinates"":[-120.96600000000002,38.431599999999996]}"
0000661d9dc11b3552e4,OSH,1,1,0,0,1,0,US-SRC,"{""type"":""Point"",""coordinates"":[-110.8395,31.908300000000008]}"
0000dc659a4bc464d935,WSA,2,2,0,0,1,1,US-SRM,"{""type"":""Point"",""coordinates"":[-110.86610000000002,31.8214]}"
00004823a2bfc7474b1b,GRA,2,2,1,0,1,1,US-SRG,"{""type"":""Point"",""coordinates"":[-110.82770000000002,31.789400000000008]}"
00002f1105c7a6945a0d,OSH,2,2,0,0,1,1,US-Whs,"{""type"":""Point"",""coordinates"":[-110.05220000000001,31.74380000000001]}"
00008100a44fd2e75363,GRA,2,2,0,0,1,0,US-Wkg,"{""type"":""Point"",""coordinates"":[-109.94190000000003,31.7365]}"
00000f7de506e779ede0,GRA,2,2,0,0,1,0,US-Cop,"{""type"":""Point"",""coordinates"":[-109.39000000000003,38.08999999999999]}"
0000793ce8039486bd6d,OSH,2,2,1,0,1,1,US-Sta,"{""type"":""Point"",""coordinates"":[-106.8024,41.3966]}"
00007869346c88fae64b,ENF,17,9,0,0,2,1,US-GBT,"{""type"":""Point"",""coordinates"":[-106.2397,41.365800000000014]}"
00005822fb12f49c74d1,ENF,19,10,1,1,2,1,US-GLE,"{""type"":""Point"",""coordinates"":[-106.23989999999999,41.3665]}"
000030032be5a1ed12e6,ENF,15,9,0,0,2,1,US-NR1,"{""type"":""Point"",""coordinates"":[-105.54640000000002,40.032900000000005]}"
0000f7d98fc0c4040ac9,CRO,4,3,1,1,2,1,US-Ne1,"{""type"":""Point"",""coordinates"":[-96.4766,41.1651]}"
0000e10679afad3f4761,CRO,3,2,1,1,2,1,US-Ne2,"{""type"":""Point"",""coordinates"":[-96.47010000000002,41.16490000000001]}"
00007c0ee3f8ddbf869d,CRO,2,2,1,0,1,1,US-Ne3,"{""type"":""Point"",""coordinates"":[-96.4397,41.17969999999999]}"
0000e86f13c0ce8f2dc3,GRA,2,2,0,0,1,0,US-AR2,"{""type"":""Point"",""coordinates"":[-99.59750000000001,36.6358]}"
000080af4f8f907cc6f9,GRA,2,2,0,0,1,1,US-AR1,"{""type"":""Point"",""coordinates"":[-99.42000000000003,36.42670000000001]}"
00001dd83bec340e887b,GRA,3,2,1,0,2,1,US-LWW,"{""type"":""Point"",""coordinates"":[-97.97889999999998,34.96040000000001]}"
00000cff3a4a9ccca1c8,GRA,3,2,1,0,2,1,US-ARb,"{""type"":""Point"",""coordinates"":[-98.0402,35.5497]}"
